image_id;image_path;label;generator;hand_anatomy;facial_consistency;text_readability;repeated_texture_patterns;object_boundary_consistency;background_coherence;annotator;notes
midjourney-v5_001;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_001.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The statue, pedestal, archway, courtyard buildings, and pavement are largely coherent. Minor softness appears around some architectural edges and the flag, but there are no major structural or spatial inconsistencies.
midjourney-v5_002;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_002.png;synthetic;midjourney-v5;1;1;N/A;2;2;2;HM;The stained-glass motifs, stair rails, and masonry show noticeable repetition. Several people have softened or partially fused silhouettes, while the railing geometry, stair edges, and intense light rays create mild spatial inconsistencies.
midjourney-v5_003;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_003.png;synthetic;midjourney-v5;N/A;N/A;2;3;2;2;HM;The Roman numerals and smaller clock markings are partially malformed and inconsistently arranged. Decorative carvings, gears, foliage, and miniature figures repeat densely, while several birds, ornaments, and mechanical elements have fused or ambiguous boundaries.
midjourney-v5_004;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_004.png;synthetic;midjourney-v5;1;1;N/A;2;2;2;HM;The fence posts, bins, branches, and paving show noticeable repetition. The central figure’s hands and face are obscured, while some bin edges, railings, tree limbs, and distant buildings merge into the haze or have softened boundaries.
midjourney-v5_005;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_005.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The cliff textures and vegetation show mild repetition, but the coastline, rock formations, trees, and water remain largely coherent with only slight softness in some distant details.
midjourney-v5_006;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_006.png;synthetic;midjourney-v5;N/A;N/A;N/A;2;1;1;HM;The roof tiles, windows, and dense building patterns show noticeable repetition across the cityscape. The architecture and skyline remain broadly coherent, with only mild softness and atmospheric blending in the distant background.
midjourney-v5_007;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_007.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The trees, grass, snow patches, fence posts, and mountain contours show mild repetition, but the road, lighting, terrain, and distant landscape remain largely coherent with no major structural inconsistencies.
midjourney-v5_008;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_008.png;synthetic;midjourney-v5;N/A;N/A;N/A;2;2;2;HM;The vines, railing slats, timber trim, and dense foliage show noticeable repetition. Several balcony supports, wall decorations, rooflines, and plant boundaries appear softened or slightly fused, while the house remains broadly coherent overall.
midjourney-v5_009;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_009.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The foliage, rock strata, and distant hillside textures show mild repetition, but the cabin, path, river, terrain, and storm clouds remain largely coherent with no major structural inconsistencies.
midjourney-v5_010;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_010.png;synthetic;midjourney-v5;N/A;1;3;3;2;2;HM;The small labels, framed writing, and poster text are largely malformed or unreadable. Bottles, circular ornaments, picture frames, and decorative objects repeat densely, while several hanging fixtures, shelf items, and wall decorations overlap or merge ambiguously.
midjourney-v5_011;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_011.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The ducks, rocks, water reflections, and shallow depth-of-field remain largely coherent. Minor softness around the ducks’ feathers and reflections appears consistent with the lighting and focus rather than structural distortion.
midjourney-v5_012;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_012.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;2;1;HM;The snowy bicycle scene is mostly coherent and visually believable. The frame, wheels, saddle, and snow coverage read naturally, and the snowy ground/background are consistent. Minor issues appear around the lower drivetrain/kickstand area and parts of the rear wheel/rack where edges and structural connections look slightly ambiguous, but overall the image holds together well.
midjourney-v5_013;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_013.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The cup, saucer, coffee, camera, and checkered tablecloth are largely coherent. The repeated fabric pattern is expected for the material, and only minor softness appears around the camera and some cloth folds.
midjourney-v5_014;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_014.png;synthetic;midjourney-v5;N/A;N/A;3;2;2;2;HM;The destination display and license plates contain malformed, unreadable text. Windows, façade details, and bus components repeat noticeably, while several windshield wipers, mirrors, wheels, and body panels have slightly distorted or ambiguous joins.
midjourney-v5_015;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_015.png;synthetic;midjourney-v5;1;1;N/A;1;2;1;HM;The equestrian statue is mostly coherent, but the rider’s hand, face, reins, and the horse’s raised foreleg contain mild anatomical or boundary ambiguity. The pedestal, building, sky, and overall perspective remain largely consistent.
midjourney-v5_016;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_016.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The train, tracks, cliffs, trees, lake, and reflections are largely coherent. Mild repetition appears in the rail ties, gravel, and foliage, but there are no major structural, boundary, or spatial inconsistencies.
midjourney-v5_017;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_017.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The bee, flowers, leaves, and shallow depth-of-field are largely coherent. Minor softness appears around some wing edges, stamens, and overlapping petals, but there are no major structural or spatial inconsistencies.
midjourney-v5_018;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_018.png;synthetic;midjourney-v5;N/A;N/A;N/A;2;1;1;HM;The wool, grass, and distant forest textures show noticeable repetition and smoothing. The sheep, shoreline, layered hills, and overall depth remain largely coherent, with only minor softness around the animals’ legs and fleece edges.
midjourney-v5_019;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_019.png;synthetic;midjourney-v5;N/A;N/A;N/A;3;2;2;HM;The benches, tree trunks, branches, and blossom clusters repeat excessively with highly uniform spacing and form. Several bench legs and armrests appear warped or partially fused, and the dense canopy creates some inconsistent depth and overlap relationships.
midjourney-v5_020;data/concepts/batches/batch_001/synthetic/midjourney-v5/midjourney-v5_020.png;synthetic;midjourney-v5;N/A;N/A;N/A;1;1;1;HM;The rocks, conifers, shoreline, and water are largely coherent. Mild repetition appears in the tree shapes and rock textures, but there are no major structural, boundary, or spatial inconsistencies.
stable-diffusion-xl_001;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_001.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;1;1;1;HM;The snow-covered rocks, stream, trees, reflections, and sun rays are largely coherent. Minor softness and blending appear around some rock edges, water reflections, and distant branches, but these are consistent with mist, glare, and atmospheric lighting rather than major structural distortion.
stable-diffusion-xl_002;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_002.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;2;2;HM;The fur, foliage, and brush textures repeat noticeably across the animals and background. Several legs, hooves, horns, and overlapping body contours are softened or anatomically ambiguous, while the terrain and tree structure remain broadly coherent in the painterly style.
stable-diffusion-xl_003;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_003.png;synthetic;stable-diffusion-xl;N/A;N/A;3;2;2;2;HM;The wooden sign contains malformed pseudo-text and is not reliably readable. The lettering, foliage, ground textures, and clustered containers show noticeable repetition, while some sign edges, hanging hardware, and background objects appear softened or partially fused.
stable-diffusion-xl_004;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_004.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;1;1;HM;The autumn foliage and misty forest textures show noticeable repetition and smoothing. The house, shoreline, lake reflection, and layered hills remain largely coherent, with only mild softness around the roofline, trees, and reflected details.
stable-diffusion-xl_005;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_005.png;synthetic;stable-diffusion-xl;N/A;2;N/A;3;3;2;HM;The face is partially obscured and distorted by translucent decorative elements, making the eyes, nose, and mouth somewhat inconsistent. Feathers, metallic ornaments, fabric appliqués, and straps repeat densely, while many costume parts merge into one another with unclear boundaries.
stable-diffusion-xl_006;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_006.png;synthetic;stable-diffusion-xl;2;1;3;2;2;2;HM;The inscription across the top is malformed pseudo-text and not reliably readable. Both statues have mildly distorted hands and finger shapes, while clothing folds, architectural carvings, and arch details repeat unnaturally. Several garment edges and decorative elements merge ambiguously with the bodies and surrounding structure
stable-diffusion-xl_007;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_007.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;3;2;3;HM;The snowdrifts, tree clusters, and mountain ridges repeat with unusually uniform forms across the landscape. Several slopes and valleys blend together with ambiguous boundaries, and the large-scale terrain becomes spatially inconsistent toward the horizon.
stable-diffusion-xl_008;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_008.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;1;1;1;HM;The trees, shoreline, mist, and reflections are largely coherent. Minor repetition appears in the branch patterns and distant tree silhouettes, but the lake surface, atmospheric depth, and overall scene structure remain consistent.
stable-diffusion-xl_009;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_009.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;3;2;2;HM;The mosaic contains strong repetition in the diamonds, triangles, stripes, and circular motifs. Several decorative shapes and line groupings are uneven, asymmetrical, or inconsistently spaced, especially around the central circle and outer border, though the overall wall composition remains understandable.
stable-diffusion-xl_010;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_010.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;2;2;HM;The grass, rock surfaces, and forested slopes show noticeable smoothing and repetition. Several shoreline contours, boulder edges, and hill transitions appear softly fused, and the terrain depth is somewhat ambiguous, though the overall lake-and-valley composition remains understandable.
stable-diffusion-xl_011;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_011.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;1;1;HM;The blossom clusters and petal shapes show noticeable repetition, especially in the blurred background. The main branch, flowers, stamens, and shallow depth-of-field remain largely coherent, with only minor softness around overlapping petals and branch edges.
stable-diffusion-xl_012;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_012.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;1;1;1;HM;The tree trunks, moss, foliage, and path remain largely coherent. Mild repetition appears in the vertical trunk spacing and ground textures, but the lighting, depth, and forest structure show no major inconsistencies.
stable-diffusion-xl_013;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_013.png;synthetic;stable-diffusion-xl;N/A;N/A;2;2;3;2;HM;The architectural ornaments, shutters, balcony details, wires, and climbing plants show noticeable repetition and painterly distortion. Several windows, arches, railings, hanging objects, and vegetation merge into one another with unclear boundaries, while the façade remains broadly understandable overall.
stable-diffusion-xl_014;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_014.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;3;3;HM;The boats, shoreline debris, vegetation, and cloud formations show noticeable repetition and heavy distortion. Several vessels and foreground objects have unclear or fused boundaries, while the horizon, water, and terrain relationships are spatially inconsistent and difficult to interpret.
stable-diffusion-xl_015;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_015.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;2;2;HM;The submerged rocks and rippling water textures show noticeable smoothing and repetition. Some underwater forms merge ambiguously with the surface reflections, and the shoreline transitions are slightly soft, though the river, trees, and distant mountains remain broadly coherent.
stable-diffusion-xl_016;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_016.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;1;2;2;HM;The mountain, house, forest, snow patches, and reflections are broadly coherent. Minor inconsistencies appear in the house’s window and balcony geometry, the uneven ground-to-water transitions, and the reflected architecture, which does not perfectly align with the visible structure.
stable-diffusion-xl_017;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_017.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;1;1;HM;The snow patches, rooftops, trees, and mountain textures show noticeable repetition and smoothing. The seated figure, bench, village, and landscape remain largely coherent, with only mild softness around the person’s lower legs, bench supports, and distant building edges.
stable-diffusion-xl_018;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_018.png;synthetic;stable-diffusion-xl;N/A;N/A;N/A;2;3;3;HM;The bridges, riverside trees, façades, and distant city structures show noticeable repetition and smoothing. Several bridge spans, supports, railings, and water boundaries are warped or partially fused, and the river’s perspective and city layout become increasingly incoherent toward the horizon.
stable-diffusion-xl_019;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_019.png;synthetic;stable-diffusion-xl;2;2;N/A;2;2;2;HM;The skiers’ limbs, poles, and skis are small and somewhat blurred, with a few ambiguous joins and softened silhouettes. Snow ridges and mountain textures repeat noticeably, while some distant slopes and valley transitions appear mildly fused, though the overall alpine scene remains understandable.
stable-diffusion-xl_020;data/concepts/batches/batch_001/synthetic/stable-diffusion-xl/stable-diffusion-xl_020.png;synthetic;stable-diffusion-xl;1;1;2;2;2;2;HM;The woman’s hands and face are small and partially obscured, but remain mostly coherent. The inscription above the arch is unclear and not reliably readable. Window grids, balcony railings, façade ornaments, and fence bars repeat noticeably, while some distant figures, parked vehicles, and architectural edges appear softened or slightly fused.
